Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Sandvik Kanthal SW 210 Spray Wire,"{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '830', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '930', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '14 - 18 %', '14 - 18 %', ''], ['Iron, Fe', '>= 19.2 %', '>= 19.2 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '57 - 60 %', '57 - 60 %', ''], ['Silicon, Si', '1.0 - 1.7 %', '1.0 - 1.7 %', ''], [''], [], ['Deposition efficiency, %', '60-70', ''], ['Oxides, %', '10-23', ''], ['Surface Roughness, microns', '10-15', '']]"
"Haynes 625 alloy, plate after 1000 hours at 760°C (1400°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '660', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '985', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Ametek High Purity Nickel Strip 899M 1/2 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '34', 'metric_unit': '5', 'comment': ''}","{'metric_value': '41', 'metric_unit': '4', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow Nickel 70/Zirconium 30 Alloy,,,,,,,,"[['Nickel, Ni', '70 %', '70 %', ''], ['Zirconium, Zr', '30 %', '30 %', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 400,"{'metric_value': '8.15', 'metric_unit': 'g/cc', 'comment': 'Part; ISO 3369'}",,"{'metric_value': '710', 'metric_unit': 'MPa', 'comment': 'As built; ISO 6892-1:2009'}","{'metric_value': '1040', 'metric_unit': 'MPa', 'comment': 'As built; ISO 6892-1:2009'}",,,,"[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '11.1 - 24.6 %', '11.1 - 24.6 %', 'Balance'], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', ''], [''], [], ['Volume rate', '4.2 mm³/s', '']]"
Carlson 20 Plus Alloy,"{'metric_value': '8.06', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '193', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.502', 'metric_unit': 'J/g-°C@Temperature 0.000 - 100 °C', 'comment': ''}","[{'value': '14.7 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.070 %', '<= 0.070 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Copper, Cu', '3.0 - 4.0 %', '3.0 - 4.0 %', ''], ['Iron, Fe', '29.85 - 44 %', '29.85 - 44 %', ''], ['Manganese, Mn', '<= 2.0 %', '<= 2.0 %', ''], ['Molybdenum, Mo', '2.0 - 3.0 %', '2.0 - 3.0 %', ''], ['Nb + Ta', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '32 - 38 %', '32 - 38 %', ''], ['Phosphorus, P', '<= 0.045 %', '<= 0.045 %', ''], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Sulfur, S', '<= 0.035 %', '<= 0.035 %', '']]"
Johnson Matthey Nickelbraze™ HTN2 Nickel Based Brazing Filler Metal,,,,,,,,"[['Boron, B', '3.1 %', '3.1 %', ''], ['Chromium, Cr', '7.0 %', '7.0 %', ''], ['Iron, Fe', '3.0 %', '3.0 %', ''], ['Nickel, Ni', '82.4 %', '82.4 %', ''], ['Silicon, Si', '4.5 %', '4.5 %', '']]"
"Haynes R-41 alloy, <0.762 mm thick sheet, 30 minutes at 1121°C, air cooled, aged 16 hours at 899°C, air cooled","{'metric_value': '8.25', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '150', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '687', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '865', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.452', 'metric_unit': 'J/g-°C@Temperature 21.0 °C', 'comment': ''}","[{'value': '13.5 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '538 °C'}]","[['Aluminum, Al', '1.4 - 1.6 %', '1.4 - 1.6 %', ''], ['Boron, B', '0.0030 - 0.010 %', '0.0030 - 0.010 %', ''], ['Carbon, C', '0.050 - 0.12 %', '0.050 - 0.12 %', ''], ['Chromium, Cr', '18 - 20 %', '18 - 20 %', ''], ['Cobalt, Co', '10 - 12 %', '10 - 12 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '53 %', '53 %', 'As Remainder'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '3.0 - 3.3 %', '3.0 - 3.3 %', '']]"
"Haynes 625 alloy, 30% cold reduction, 1120°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '400', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '875', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Less Common Metals LaNi5 Cast Hydrogen Storage,,,,,,,,"[['Calcium, Ca', '<= 0.010 %', '<= 0.010 %', ''], ['Carbon, C', '<= 0.020 %', '<= 0.020 %', ''], ['Lanthanum, La', '30 - 35 %', '30 - 35 %', ''], ['Magnesium, Mg', '<= 0.010 %', '<= 0.010 %', ''], ['Nickel, Ni', '64.86 - 70 %', '64.86 - 70 %', ''], ['Other, each', '<= 0.030 %', '<= 0.030 %', ''], ['Oxygen, O', '<= 0.030 %', '<= 0.030 %', ''], ['Silicon, Si', '<= 0.030 %', '<= 0.030 %', ''], ['Sodium, Na', '<= 0.010 %', '<= 0.010 %', '']]"
"Haynes 625 alloy, 20% cold reduction, 1175°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '370', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '850', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, plate after 1000 hours at 650°C (1200°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '845', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1140', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Ametek High Purity Nickel Strip 899A Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '55', 'metric_unit': '2', 'comment': ''}","{'metric_value': '58', 'metric_unit': '6', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow Nickel 62/Silicon 38 Alloy,,,,,,,,"[['Nickel, Ni', '62 %', '62 %', ''], ['Silicon, Si', '38 %', '38 %', '']]"
Carlson GOC 276 Nickel-Molybdenum-Chromium,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '283', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.427', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.1 µm/m-°C', 'start_temp': '23.9 °C', 'end_temp': '204 °C'}]","[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '14.5 - 16.5 %', '14.5 - 16.5 %', ''], ['Cobalt, Co', '<= 2.5 %', '<= 2.5 %', ''], ['Iron, Fe', '4.0 - 7.0 %', '4.0 - 7.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '15 - 17 %', '15 - 17 %', ''], ['Nickel, Ni', '50.99 - 63.5 %', '50.99 - 63.5 %', ''], ['Phosphorus, P', '<= 0.040 %', '<= 0.040 %', ''], ['Silicon, Si', '<= 0.080 %', '<= 0.080 %', ''], ['Sulfur, S', '<= 0.030 %', '<= 0.030 %', ''], ['Tungsten, W', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 300-4; 40 µm,,,"{'metric_value': '634', 'metric_unit': 'MPa', 'comment': 'Vertical, as manufactured'}",,,,,[]
"Haynes 625 alloy, 30% cold reduction, 1010°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '535', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '970', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, 20% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '965', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1165', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Special Metals Nitinol Body-Temperature Ni-Ti alloy,"{'metric_value': '6.50', 'metric_unit': 'g/cc', 'comment': ''}",,,"{'metric_value': '1240', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.050 %', '<= 0.050 %', ''], ['Hydrogen, H', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Nickel, Ni', '55 - 56 %', '55 - 56 %', ''], ['Other', '<= 0.010 %', '<= 0.010 %', ''], ['Oxygen, O', '<= 0.050 %', '<= 0.050 %', ''], ['Titanium, Ti', '43.835 - 45 %', '43.835 - 45 %', ''], [''], [], ['Lower superelastic plateau stress, ksi', '2', ''], ['Upper superelastic plateau stress, ksi', '50', '']]"
Goodfellow Aluminum 50/Nickel 50 Alloy,,,,,,,,"[['Aluminum, Al', '50 %', '50 %', ''], ['Nickel, Ni', '50 %', '50 %', '']]"
"ATI Allegheny Ludlum AL 400™ Nickel-Base Alloy, Heavily Cold Rolled Sheet and Strip, UNS N04400","{'metric_value': '8.83', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '180', 'metric_unit': 'GPa', 'comment': 'Typical'}","{'metric_value': '650', 'metric_unit': 'MPa', 'comment': 'Typical'}","{'metric_value': '760', 'metric_unit': 'MPa', 'comment': 'Typical'}",,"{'metric_value': '0.430', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '93.0 °C'}]","[['Aluminum, Al', '0.020 %', '0.020 %', ''], ['Carbon, C', '0.10 %', '0.10 %', ''], ['Copper, Cu', '32 %', '32 %', ''], ['Iron, Fe', '1.0 %', '1.0 %', ''], ['Manganese, Mn', '0.50 %', '0.50 %', ''], ['Nickel, Ni', '66 %', '66 %', 'as balance; includes Co'], ['Phosphorus, P', '0.0050 %', '0.0050 %', ''], ['Silicon, Si', '0.25 %', '0.25 %', ''], ['Sulfur, S', '0.0050 %', '0.0050 %', '']]"
Goodfellow Nickel/Iron/Silicon/Boron Alloy,"{'metric_value': '7.40', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '150', 'metric_unit': 'GPa', 'comment': ''}",,,,,,"[['Iron, Fe', '40 %', '40 %', ''], ['Molybdenum, Mo', '1.0 - 2.0 %', '1.0 - 2.0 %', ''], ['Nickel, Ni', '40 %', '40 %', ''], ['Silicon, Si', '19 %', '19 %', 'Si + B content = 19 wt%'], [''], [], ['Saturation magnetostriction (x10^-6)', '8', '']]"
Goodfellow Nickel 59/Aluminum 41 Alloy,,,,,,,,"[['Aluminum, Al', '41 %', '41 %', ''], ['Nickel, Ni', '59 %', '59 %', '']]"
Ametek PF50 Nickel Alloy Thermal Spray Powder,,,,,,,,"[['Boron, B', '2.8 %', '2.8 %', ''], ['Carbon, C', '0.65 %', '0.65 %', ''], ['Chromium, Cr', '14 %', '14 %', ''], ['Iron, Fe', '4.2 %', '4.2 %', ''], ['Nickel, Ni', '75 %', '75 %', 'as balance'], ['Silicon, Si', '3.8 %', '3.8 %', '']]"
"Haynes 625 alloy, 10% cold reduction, 1065°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '425', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '915', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Haynes 625 alloy, plate after 8000 hours at 870°C (1600°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '440', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '875', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Special Metals Nickel 205,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '90.0', 'metric_unit': 'MPa', 'comment': 'Annealed'}","{'metric_value': '345', 'metric_unit': 'MPa', 'comment': 'Annealed'}",,"{'metric_value': '0.456', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '<= 0.15 %', '<= 0.15 %', ''], ['Iron, Fe', '<= 0.20 %', '<= 0.20 %', ''], ['Magnesium, Mg', '0.010 - 0.080 %', '0.010 - 0.080 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '>= 99 %', '>= 99 %', 'Including Cobalt'], ['Silicon, Si', '<= 0.15 %', '<= 0.15 %', ''], ['Sulfur, S', '<= 0.0080 %', '<= 0.0080 %', ''], ['Titanium, Ti', '0.010 - 0.050 %', '0.010 - 0.050 %', '']]"
Ed Fagan EFI Alloy 79 Soft Magnetic Alloy,"{'metric_value': '8.75', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '217', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '262', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '676', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '13.5 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '450 °C'}]","[['Carbon, C', '<= 0.03 %', '<= 0.03 %', ''], ['Iron, Fe', '15 %', '15 %', 'as Balance'], ['Manganese, Mn', '<= 0.95 %', '<= 0.95 %', ''], ['Molybdenum, Mo', '<= 5.0 %', '<= 5.0 %', ''], ['Nickel, Ni', '80 %', '80 %', 'Nominal'], ['Phosphorus, P', '<= 0.02 %', '<= 0.02 %', ''], ['Silicon, Si', '<= 0.42 %', '<= 0.42 %', ''], ['Sulfur, S', '<= 0.008 %', '<= 0.008 %', '']]"
MetalTek MTEK D Cast UNS N04019 Nickel-Copper Alloy,,,,,,,,"[['Aluminum, Al', '<= 0.50 %', '<= 0.50 %', ''], ['Carbon, C', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '27 - 33 %', '27 - 33 %', ''], ['Iron, Fe', '<= 3.5 %', '<= 3.5 %', ''], ['Manganese, Mn', '<= 1.5 %', '<= 1.5 %', ''], ['Nickel, Ni', '>= 60 %', '>= 60 %', ''], ['Silicon, Si', '3.5 - 4.5 %', '3.5 - 4.5 %', ''], [''], [], ['Heat Treatment', 'Not Heat Treated', '']]"
California Fine Wire Nico Copper Nickel Resistance Wire,"{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.393', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Copper, Cu', '55 %', '55 %', ''], ['Nickel, Ni', '45 %', '45 %', ''], [''], [], ['Magnetic', 'None', ''], ['Temperature Coefficient of Resistance', '±0.00002 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.045', '']]"
Ametek High Purity Nickel Strip 899D Annealed,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '128', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '408', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '0.010 - 0.020 %', '0.010 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Magnesium, Mg', '<= 0.035 %', '<= 0.035 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0020 %', '<= 0.0020 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
MetalTek MTEK 718 Cast UNS N07718 Severe Corrosion and Heat Resistant Alloy,"{'metric_value': '8.23', 'metric_unit': 'g/cc', 'comment': 'Based on UNS number'}",,"{'metric_value': '760', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '860', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '0.020 - 0.080 %', '0.020 - 0.080 %', ''], ['Cb + Ta', '4.75 - 5.4 %', '4.75 - 5.4 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], [''], [], ['Heat Treatment', 'Sol. Anneal & Age', '']]"
Goodfellow Nickel 81/Iron 19 Alloy,,,,,,,,"[['Iron, Fe', '19 %', '19 %', ''], ['Nickel, Ni', '81 %', '81 %', '']]"
